seller_gst,product_category,subtotal,taxes,total_amount,gst_percentage,is_fraud,fraud_type
07UGWYC7409R1Z5,Luxury Goods,4071.88,1140.13,5212.01,28.000000000000004,0,None
4L30244AFYWUI8X,Services,965.41,173.77,1139.18,18.0,1,Invalid GSTIN
13LHIIG9841J1Z5,Services,32706.14,5887.11,38593.25,18.0,0,None
16SHCKG2574F1Z5,Services,15365.7,768.29,16133.990000000002,18.0,1,Rate Mismatch
23OVKBS1464C1Z5,Luxury Goods,2614.92,732.18,3347.1,28.000000000000004,0,None
10PSHAY5079F1Z5,Books,2397.91,119.9,2517.81,5.0,0,None
01OQPCI5694A1Z5,Electronics,24648.0,4436.64,29084.64,18.0,0,None
06GIBOJ4768P1Z5,Essential Medicine,13328.03,1599.36,14927.390000000001,12.0,0,None
15MGODJ5342D1Z5,Electronics,41669.71,7500.55,49170.26,18.0,0,None
04WAMHZ6392E1Z5,Grocery,35814.86,1790.74,37605.6,5.0,0,None
26QDQXA9708F1Z5,Essential Medicine,24992.72,2999.13,27991.850000000002,12.0,0,None
21HYLKZ6703B1Z5,Services,44323.05,7978.15,52301.200000000004,18.0,0,None
14THGKV4235E1Z5,Electronics,7908.88,1423.6,9332.48,18.0,0,None
04PTMNO4268V1Z5,Grocery,21816.13,1090.81,22906.940000000002,5.0,0,None
24LWTSR2783G1Z5,Essential Medicine,28922.94,3470.75,32343.69,12.0,1,Calculation Error
25DVLMH1014X1Z5,Essential Medicine,33479.88,4017.59,37497.47,12.0,0,None
01MEQOT4489D1Z5,Essential Medicine,40461.85,4855.42,45317.27,12.0,0,None
23MHCRU4379W1Z5,Essential Medicine,14862.86,1783.54,16646.4,12.0,0,None
04WEHXJ4051G1Z5,Luxury Goods,24386.93,6828.34,31215.27,28.000000000000004,0,None
05WILSJ2405L1Z5,Essential Medicine,19342.43,2321.09,21663.52,12.0,0,None
36PJJHS9062F1Z5,Services,428.45,21.42,449.87,18.0,1,Rate Mismatch
01SAXTI8477G1Z5,Essential Medicine,8574.23,1543.36,10117.59,12.0,1,Rate Mismatch
35RNENO7612E1Z5,Services,22036.05,3966.49,26002.54,18.0,0,None
19KDKVK7707E1Z5,Grocery,17570.83,878.54,18449.370000000003,5.0,0,None
05DFEAN1638I1Z5,Services,5861.83,1055.13,6916.96,18.0,0,None
7VIXQ7T6HSKK6HI,Luxury Goods,7807.58,2186.12,9993.7,28.000000000000004,1,Invalid GSTIN
20TCUTB3321N1Z5,Services,16190.86,2914.35,19105.21,18.0,0,None
16EFWFV9072N1Z5,Essential Medicine,5781.38,693.77,6475.15,12.0,0,None
36YTKWE5157I1Z5,Books,46984.11,2349.21,49333.32,5.0,0,None
17ORDAS1027S1Z5,Luxury Goods,13260.26,1591.23,14851.49,28.000000000000004,1,Rate Mismatch
08TJQRW3761P1Z5,Luxury Goods,39176.12,10969.31,50245.43,28.000000000000004,1,Calculation Error
21ZNQJJ5749I1Z5,Electronics,28213.33,5078.4,33291.73,18.0,0,None
02HPANX8631S1Z5,Services,4237.41,762.73,5000.139999999999,18.0,0,None
27BMQCG6583G1Z5,Luxury Goods,33365.55,9342.35,42657.9,28.000000000000004,1,Calculation Error
28VUYVI6096M1Z5,Books,5152.03,257.6,5409.63,5.0,0,None
35HRJHU4582C1Z5,Books,21501.3,1075.07,22576.37,5.0,0,None
14ULWHJ3720R1Z5,Luxury Goods,41785.08,11699.82,53584.9,28.000000000000004,1,Calculation Error
29GNQQZ0784O1Z5,Essential Medicine,29614.04,3553.68,33167.72,12.0,0,None
06JTLML9380C1Z5,Essential Medicine,4046.6,485.59,4532.19,12.0,0,None
09MMDNK8050X1Z5,Services,35210.21,6337.84,41548.05,18.0,0,None
16YFVDF5067K1Z5,Services,3066.97,552.05,3619.0199999999995,18.0,0,None
04AEQKQ6807O1Z5,Essential Medicine,20220.64,2426.48,22747.12,12.0,1,Calculation Error
30JBFBP6568R1Z5,Services,49306.66,8875.2,58181.86,18.0,0,None
36ISXCT6335R1Z5,Electronics,33962.81,6113.31,40076.119999999995,18.0,0,None
25ZSVNN0181K1Z5,Grocery,22498.25,0,-100,5.0,1,Anomalous Value
37ZYAEG3169I1Z5,Luxury Goods,35708.93,9998.5,45757.43,28.000000000000004,1,Calculation Error
12ZXRZS4109A1Z5,Electronics,18092.16,3256.59,21348.75,18.0,0,None
13VYMYK7366K1Z5,Books,21478.95,1073.95,22602.9,5.0,1,Calculation Error
28GXTOK7636Z1Z5,Luxury Goods,29974.62,8392.89,38367.509999999995,28.000000000000004,0,None
16AFJUK2754Q1Z5,Luxury Goods,48661.64,13625.26,62286.9,28.000000000000004,0,None
17BHIVJ6005H1Z5,Essential Medicine,1440.46,172.86,1613.3200000000002,12.0,0,None
15DAEQJ0326R1Z5,Services,44530.36,8015.46,52545.82,18.0,0,None
08QVZDN3536X1Z5,Electronics,26415.04,4754.71,31119.75,18.0,1,Calculation Error
02OEKIH1972Y1Z5,Electronics,47614.62,8570.63,56185.25,18.0,0,None
29CPRAQ8825J1Z5,Essential Medicine,47324.72,5678.97,52953.69,12.0,1,Calculation Error
11RTCJV8554K1Z5,Services,37272.35,6709.02,43981.369999999995,18.0,0,None
06QXLEB4641B1Z5,Electronics,6689.99,1204.2,7994.19,18.0,1,Calculation Error
08RPNYU1000Z1Z5,Essential Medicine,36615.98,4393.92,41009.9,12.0,0,None
32MORAP8787G1Z5,Grocery,32386.43,1619.32,34005.75,5.0,0,None
18BJZBE5499P1Z5,Luxury Goods,1452.03,406.57,1858.6,28.000000000000004,0,None
10CAHPW7637Y1Z5,Services,5980.15,1076.43,7056.58,18.0,0,None
11LZGLQ7229H1Z5,Luxury Goods,31256.33,8751.77,40008.100000000006,28.000000000000004,0,None
13JNPFM3859Z1Z5,Luxury Goods,49112.25,13751.43,62863.68,28.000000000000004,0,None
17KFUVL7191E1Z5,Grocery,47439.36,2371.97,49811.33,5.0,0,None
26LDGLD5436U1Z5,Luxury Goods,18364.94,5142.18,23507.12,28.000000000000004,0,None
19YEUBB8531Q1Z5,Grocery,21176.21,1058.81,22235.02,5.0,0,None
JADVH7MW78NOTWE,Essential Medicine,29030.45,3483.65,32514.100000000002,12.0,1,Invalid GSTIN
30YTAJU7413P1Z5,Essential Medicine,38424.59,4610.95,43035.53999999999,12.0,0,None
37YEPNA5081E1Z5,Services,44476.97,8005.85,52482.82,18.0,0,None
03KICWJ1399Z1Z5,Electronics,40264.34,7247.58,47511.92,18.0,0,None
27WMQXW1951T1Z5,Essential Medicine,14000.18,1680.02,15680.2,12.0,0,None
15FRYLH5199A1Z5,Essential Medicine,40516.94,4862.03,45378.97,12.0,0,None
19IHSMZ7211R1Z5,Books,36070.13,1803.51,37873.64,5.0,0,None
35TIFJC8825P1Z5,Services,29806.65,5365.2,35171.85,18.0,0,None
15CDMAR9537S1Z5,Electronics,43726.87,7870.84,51597.71000000001,18.0,0,None
62XII9R2UAKEL50,Services,16322.86,2938.11,19260.97,18.0,1,Invalid GSTIN
16ULWZW0256W1Z5,Books,42979.42,0,-100,5.0,1,Anomalous Value
08BHFOS3985P1Z5,Luxury Goods,35988.88,10076.89,46065.77,28.000000000000004,0,None
25DTTYA1706A1Z5,Electronics,10176.82,1831.83,12008.65,18.0,0,None
37WVZRK8728H1Z5,Electronics,41619.07,0,-100,18.0,1,Anomalous Value
36NESQJ0611P1Z5,Luxury Goods,26707.19,7478.01,34185.2,28.000000000000004,0,None
33YKUBR9639H1Z5,Luxury Goods,45771.14,12815.92,58587.06,28.000000000000004,0,None
37LSCGA3727H1Z5,Electronics,49249.86,8864.97,58114.83,18.0,0,None
19HLOQQ5587M1Z5,Electronics,47830.63,8609.51,56440.14,18.0,0,None
16FTWJQ9195R1Z5,Services,46200.1,8316.02,54516.119999999995,18.0,0,None
10KMUOG3110L1Z5,Electronics,46048.11,8288.66,54336.770000000004,18.0,0,None
04IEYXR5460T1Z5,Electronics,1539.25,277.06,1816.31,18.0,0,None
1GJC2S17OXNUU7K,Electronics,43120.33,7761.66,50881.990000000005,18.0,1,Invalid GSTIN
23IZTVI9097A1Z5,Books,14309.39,715.47,15024.859999999999,5.0,0,None
07MOIQD3933R1Z5,Grocery,3153.54,157.68,3311.22,5.0,0,None
11DAVVJ8137I1Z5,Books,13047.68,2348.58,15396.26,5.0,1,Rate Mismatch
34NDAEZ4752N1Z5,Books,30109.5,1505.48,31614.98,5.0,0,None
34UAVZC7099Q1Z5,Electronics,45030.93,8105.57,53136.5,18.0,0,None
09CMRSW4485Y1Z5,Luxury Goods,7837.77,2194.58,10032.35,28.000000000000004,0,None
21LHKMJ4205N1Z5,Essential Medicine,45350.42,5442.05,50792.47,12.0,0,None
26IDWVJ2345P1Z5,Essential Medicine,32285.85,3874.3,36160.15,12.0,0,None
05WGJXV6227S1Z5,Books,37077.92,1853.9,38931.82,5.0,0,None
26BQDOZ3852B1Z5,Grocery,40430.43,2021.52,42451.95,5.0,0,None
15WDINK0811Y1Z5,Books,12530.28,626.51,13156.79,5.0,0,None
27VNYOZ0379Z1Z5,Grocery,49628.35,8933.1,58561.45,5.0,1,Rate Mismatch
17IBBZL6612S1Z5,Books,15863.6,0,-100,5.0,1,Anomalous Value
23LHDTJ7867X1Z5,Books,31294.15,5632.95,36927.1,5.0,1,Rate Mismatch
27CERNU0315X1Z5,Electronics,45755.37,8235.97,54091.340000000004,18.0,1,Calculation Error
02SGZCN3644N1Z5,Books,26320.49,1316.02,27636.510000000002,5.0,0,None
14SQIUC4820G1Z5,Books,43697.42,7865.54,51562.96,5.0,1,Rate Mismatch
20MURSK4539Y1Z5,Services,20745.17,3734.13,24479.3,18.0,0,None
36VQNOZ7828D1Z5,Services,13744.07,2473.93,16218.0,18.0,0,None
11JTSSU6562R1Z5,Luxury Goods,14622.02,4094.17,18716.190000000002,28.000000000000004,0,None
11MYZYX8093C1Z5,Electronics,3652.36,657.42,4309.78,18.0,0,None
11JJQKC8725C1Z5,Services,29461.07,5302.99,34764.06,18.0,0,None
37ZSBKT3372P1Z5,Books,47021.75,2351.09,49372.84,5.0,0,None
26UKPYW2458P1Z5,Essential Medicine,5397.85,647.74,6045.59,12.0,0,None
25KSGYM1234W1Z5,Services,42495.41,7649.17,50194.58,18.0,1,Calculation Error
11ZTJZQ8500A1Z5,Grocery,45296.37,12682.98,57979.350000000006,5.0,1,Rate Mismatch
02JAKWE9918K1Z5,Services,8883.89,1599.1,10482.99,18.0,0,None
30WBUXC4154S1Z5,Electronics,46346.8,8342.42,54689.22,18.0,0,None
02FHFFZ2499C1Z5,Essential Medicine,45330.61,5439.67,50770.28,12.0,0,None
G1PDAB7POF6NNAT,Books,548.59,27.43,576.02,5.0,1,Invalid GSTIN
06QDWZR0000U1Z5,Essential Medicine,32894.21,3947.31,36841.52,12.0,0,None
02YFZWU5925G1Z5,Luxury Goods,42604.86,2130.24,44735.1,28.000000000000004,1,Rate Mismatch
8HC2XG37SUAEH80,Electronics,32544.5,5858.01,38402.51,18.0,1,Invalid GSTIN
23WIMYD7415D1Z5,Books,35100.86,1755.04,36855.9,5.0,0,None
01XKOIL0871D1Z5,Services,49377.49,8887.95,58265.44,18.0,0,None
10QSQRU0034J1Z5,Essential Medicine,6267.63,752.12,7019.75,12.0,0,None
26FZHQE5903L1Z5,Essential Medicine,34452.08,4134.25,38586.33,12.0,0,None
23IDBNM6295E1Z5,Electronics,40248.87,7244.8,47493.670000000006,18.0,0,None
26VRCRR5685G1Z5,Grocery,49374.87,2468.74,51843.61,5.0,0,None
09XYRJO9237G1Z5,Grocery,48935.8,2446.79,51382.590000000004,5.0,0,None
29GUKVS1307X1Z5,Essential Medicine,37638.04,4516.56,42154.6,12.0,0,None
02RGODW3813D1Z5,Luxury Goods,40713.93,11399.9,52113.83,28.000000000000004,0,None
24QHNLH7867A1Z5,Grocery,3461.55,173.08,3584.63,5.0,1,Calculation Error
34ILSGK5539V1Z5,Books,35290.95,1764.55,37005.5,5.0,1,Calculation Error
12KOSWM7675R1Z5,Electronics,2609.57,469.72,3079.29,18.0,0,None
16HMNOG6431S1Z5,Luxury Goods,20782.85,5819.2,26602.05,28.000000000000004,0,None
31RGLFV9918U1Z5,Electronics,47375.99,0,-100,18.0,1,Anomalous Value
13ULQXM7687T1Z5,Books,13191.27,659.56,13850.83,5.0,0,None
19JPROI5793L1Z5,Electronics,21592.13,1079.61,22671.74,18.0,1,Rate Mismatch
19WYTXL1491N1Z5,Electronics,10862.58,1955.26,12817.84,18.0,0,None
33DJHRD1190Z1Z5,Services,1437.59,258.77,1696.36,18.0,0,None
16DPVPD1828L1Z5,Services,48340.45,8701.28,57041.729999999996,18.0,0,None
03CULUB8759O1Z5,Luxury Goods,45429.85,12720.36,58150.21,28.000000000000004,0,None
25QXQVU9562S1Z5,Essential Medicine,24214.27,2905.71,27119.98,12.0,0,None
27XBQCR7017J1Z5,Electronics,34210.12,6157.82,40367.94,18.0,0,None
03QWJZJ1727M1Z5,Services,43621.38,7851.85,51473.229999999996,18.0,0,None
32PPNNC6846P1Z5,Luxury Goods,49918.13,13977.08,63895.21,28.000000000000004,0,None
14MMJKR1030O1Z5,Services,10290.2,1852.24,12142.44,18.0,0,None
11ITFRH2120I1Z5,Electronics,41734.75,7512.26,49297.01,18.0,1,Calculation Error
34ADXQI3831G1Z5,Services,36137.62,6504.77,42642.39,18.0,0,None
09GEUQL9541M1Z5,Essential Medicine,20301.41,2436.17,22737.58,12.0,0,None
24PALKA6706G1Z5,Services,3428.63,617.15,4045.78,18.0,0,None
04VPVVO8871K1Z5,Luxury Goods,31815.47,5726.78,37542.25,28.000000000000004,1,Rate Mismatch
21NLSYA7554N1Z5,Luxury Goods,40855.04,11439.41,52294.45,28.000000000000004,0,None
IHVHVSXTR4N05P4,Books,26655.74,1332.79,27988.530000000002,5.0,1,Invalid GSTIN
10HHDLB9869F1Z5,Luxury Goods,28229.4,7904.23,36133.630000000005,28.000000000000004,0,None
37FAONK1333V1Z5,Essential Medicine,44377.54,5325.3,49702.840000000004,12.0,0,None
37RXXWO2118R1Z5,Services,33579.35,4029.52,37608.869999999995,18.0,1,Rate Mismatch
03AZJPR4314G1Z5,Grocery,49676.67,2483.83,52110.5,5.0,1,Calculation Error
28TBZNA3100L1Z5,Grocery,43292.47,2164.62,45457.090000000004,5.0,0,None
29QLGNR4444P1Z5,Electronics,38256.44,6886.16,45142.600000000006,18.0,0,None
26NOEIB1958J1Z5,Essential Medicine,11941.81,1433.02,13374.83,12.0,0,None
10AIJNS4934N1Z5,Essential Medicine,43958.8,5275.06,49233.86,12.0,0,None
22SUIBT3133K1Z5,Services,38908.55,0,-100,18.0,1,Anomalous Value
34IIGMS1525J1Z5,Services,27613.15,4970.37,32633.52,18.0,1,Calculation Error
35CVLQX4165L1Z5,Electronics,19563.92,3521.51,23085.43,18.0,0,None
27QZFCO0736H1Z5,Services,43005.17,7740.93,50746.1,18.0,0,None
04TBXMF0937E1Z5,Luxury Goods,20349.86,5697.96,26047.82,28.000000000000004,0,None
35PLBSO3255Y1Z5,Electronics,14054.52,2529.81,16584.33,18.0,0,None
16FLNDP1092L1Z5,Books,12749.46,637.47,13386.929999999998,5.0,0,None
36UXZIU7512B1Z5,Essential Medicine,11749.52,1409.94,13159.460000000001,12.0,0,None
22WHIWM6654Z1Z5,Luxury Goods,9864.62,2762.09,12626.710000000001,28.000000000000004,0,None
33LIEWD6381H1Z5,Services,4631.65,555.8,5187.45,18.0,1,Rate Mismatch
07ZYTYH5511S1Z5,Luxury Goods,1643.89,460.29,2054.1800000000003,28.000000000000004,1,Calculation Error
1Z1YKZ663WUXB6G,Essential Medicine,16162.01,1939.44,18101.45,12.0,1,Invalid GSTIN
05FTIJN0404L1Z5,Services,3315.63,596.81,3912.44,18.0,0,None
29ZDVDF6391F1Z5,Luxury Goods,7379.32,2066.21,9445.529999999999,28.000000000000004,0,None
7JDR5P8GUXY5C7P,Electronics,17945.26,3230.15,21175.41,18.0,1,Invalid GSTIN
25TWJLG1735J1Z5,Services,43300.67,7794.12,51094.79,18.0,0,None
26GVCOJ6487M1Z5,Grocery,8855.57,442.78,9298.35,5.0,0,None
11CIZUD4201M1Z5,Electronics,38898.13,7001.66,45899.78999999999,18.0,0,None
11OTNDS3904R1Z5,Luxury Goods,634.01,76.08,710.09,28.000000000000004,1,Rate Mismatch
21TSQWX3286A1Z5,Essential Medicine,49050.22,5886.03,54936.25,12.0,0,None
25FBDPU4788E1Z5,Luxury Goods,320.38,89.71,460.09,28.000000000000004,1,Calculation Error
1AVIVYSOE3LIXV8,Essential Medicine,19751.29,2370.15,22121.440000000002,12.0,1,Invalid GSTIN
23VUOZS7390D1Z5,Services,40177.92,0,-100,18.0,1,Anomalous Value
32OUSTQ4289M1Z5,Essential Medicine,41577.87,4989.34,46567.21000000001,12.0,0,None
31DJDMK8529D1Z5,Electronics,34808.22,6265.48,41123.7,18.0,1,Calculation Error
20OPSFY0063C1Z5,Services,40485.58,7287.4,47772.98,18.0,0,None
32WAGQC8164C1Z5,Books,9528.45,476.42,10004.87,5.0,0,None
28PTFZB8959V1Z5,Essential Medicine,46051.22,5526.15,51577.37,12.0,0,None
21LZJCC7993X1Z5,Services,23517.74,4233.19,27750.93,18.0,0,None
30ITFKQ1483D1Z5,Luxury Goods,33241.2,9307.54,42548.74,28.000000000000004,0,None
27IDTSN0343H1Z5,Essential Medicine,49098.02,0,-100,12.0,1,Anomalous Value
05RCFCU5654U1Z5,Luxury Goods,2034.78,569.74,2604.52,28.000000000000004,0,None
28WXWOJ0842M1Z5,Books,5857.38,292.87,6150.25,5.0,0,None
07AVGME3709G1Z5,Luxury Goods,46720.32,13081.69,59802.01,28.000000000000004,0,None
26YBKUR9040G1Z5,Essential Medicine,37451.82,4494.22,41946.04,12.0,0,None
13KNFBP5274M1Z5,Services,25548.35,4598.7,30147.05,18.0,0,None
11EQCOV4689O1Z5,Books,33879.45,1693.97,35623.42,5.0,1,Calculation Error
36PWGNK9921Y1Z5,Electronics,22495.11,4049.12,26544.23,18.0,0,None
18LFFQZ4196M1Z5,Electronics,49009.38,0,-100,18.0,1,Anomalous Value
35HEOPM8390C1Z5,Services,1268.13,228.26,1496.39,18.0,0,None
22YCHXU0751R1Z5,Services,26263.78,4727.48,30991.26,18.0,0,None
IV6D69WXKXUOJ52,Services,8004.97,1440.89,9445.86,18.0,1,Invalid GSTIN
11AGGRK2929T1Z5,Luxury Goods,6858.85,1920.48,8779.33,28.000000000000004,0,None
31JDQMJ4400L1Z5,Electronics,11933.63,2148.05,14081.68,18.0,0,None
25QRZMY4610I1Z5,Electronics,30753.44,5535.62,36339.06,18.0,1,Calculation Error
03HTLXW3598Q1Z5,Grocery,43258.0,2162.9,45370.9,5.0,1,Calculation Error
09IVSYK9524G1Z5,Grocery,4240.84,212.04,4452.88,5.0,0,None
09TPJBZ7411E1Z5,Electronics,41899.72,5027.97,46927.69,18.0,1,Rate Mismatch
14SNCUQ4908K1Z5,Electronics,5312.96,956.33,6269.29,18.0,0,None
21NNQVP1841Q1Z5,Electronics,23791.53,4282.48,28074.01,18.0,0,None
18OOXEE0718H1Z5,Electronics,17519.94,3153.59,20673.53,18.0,0,None
26REHBG6836Y1Z5,Electronics,47678.28,8582.09,56260.369999999995,18.0,0,None
29DRMTS1947K1Z5,Books,32714.33,1635.72,34350.05,5.0,0,None
29ZZLTG7082S1Z5,Essential Medicine,43484.77,5218.17,48702.939999999995,12.0,0,None
17DQUWG2231L1Z5,Electronics,45141.59,5416.99,50558.579999999994,18.0,1,Rate Mismatch
25ZWTCZ0827W1Z5,Grocery,23234.25,1161.71,24395.96,5.0,0,None
22NIQOD8020W1Z5,Services,34461.53,6203.08,40664.61,18.0,0,None
20MEPLT0585P1Z5,Luxury Goods,26556.21,7435.74,33991.95,28.000000000000004,0,None
37XMWNX4755U1Z5,Grocery,23406.56,1170.33,24526.89,5.0,1,Calculation Error
01KURVR7083P1Z5,Luxury Goods,37789.55,0,-100,28.000000000000004,1,Anomalous Value
01YHGSS5616B1Z5,Grocery,1129.08,56.45,1285.53,5.0,1,Calculation Error
21VQJKL5978P1Z5,Services,44155.58,7948.0,52103.58,18.0,0,None
08UFRXN0674D1Z5,Books,9895.7,1781.23,11676.93,5.0,1,Rate Mismatch
01HEAPX3789I1Z5,Electronics,36588.35,6585.9,43174.25,18.0,0,None
TYBG0KZK9I15W1G,Luxury Goods,18165.31,5086.29,23251.600000000002,28.000000000000004,1,Invalid GSTIN
21LEORS9817K1Z5,Books,22753.48,1137.67,23891.15,5.0,0,None
29ADHHK4207S1Z5,Grocery,7644.51,382.23,8026.74,5.0,0,None
32SFNBP5305V1Z5,Electronics,10598.01,1907.64,12505.65,18.0,0,None
08XUNWN3453U1Z5,Essential Medicine,25568.78,3068.25,28637.03,12.0,0,None
17ABLMS4659G1Z5,Essential Medicine,1208.26,144.99,1453.25,12.0,1,Calculation Error
32HKSIR0342T1Z5,Services,24620.41,4431.67,29052.08,18.0,0,None
23HUWKW3483P1Z5,Grocery,15005.54,750.28,15755.820000000002,5.0,0,None
36CXSQJ9893K1Z5,Services,46591.13,2329.56,48920.689999999995,18.0,1,Rate Mismatch
FSYKIVR8W9P2NZP,Essential Medicine,531.91,63.83,595.74,12.0,1,Invalid GSTIN
12RHUZW2559V1Z5,Luxury Goods,12305.82,3445.63,15751.45,28.000000000000004,0,None
32HKSMA8892R1Z5,Grocery,24002.2,1200.11,25202.31,5.0,0,None
17QMSSC9357E1Z5,Luxury Goods,29843.59,8356.21,38199.8,28.000000000000004,0,None
06FRQOM9357T1Z5,Grocery,33865.51,1693.28,35558.79,5.0,0,None
25PLQCJ0281F1Z5,Services,46048.97,8288.81,54337.78,18.0,0,None
07YIFDF1836M1Z5,Electronics,723.63,130.25,853.88,18.0,0,None
32FREHA6760N1Z5,Books,5332.0,0,-100,5.0,1,Anomalous Value
11THKFA2370C1Z5,Grocery,19876.46,993.82,20870.28,5.0,0,None
26EGONX3784V1Z5,Grocery,4657.71,232.89,4890.6,5.0,0,None
31DHCBE8466F1Z5,Essential Medicine,31743.97,3809.28,35553.25,12.0,0,None
37PXIEA2853I1Z5,Essential Medicine,28414.04,3409.68,31823.72,12.0,0,None
23YLWXD2396Z1Z5,Books,15741.04,787.05,16528.09,5.0,0,None
23QSSSW9485A1Z5,Essential Medicine,7072.99,848.76,7921.75,12.0,0,None
10QMGUP5904D1Z5,Grocery,40060.49,2003.02,42063.509999999995,5.0,0,None
24BMBAE0210V1Z5,Services,12980.08,2336.41,15316.49,18.0,0,None
05KPRGR8106Y1Z5,Grocery,34942.44,1747.12,36689.560000000005,5.0,0,None
20HHRAI5775P1Z5,Electronics,38601.05,6948.19,45549.240000000005,18.0,0,None
23EGGHD3084S1Z5,Books,11227.03,561.35,11788.380000000001,5.0,0,None
35DFMVJ0890T1Z5,Books,36157.38,1807.87,37965.25,5.0,0,None
33NCRXL7689N1Z5,Grocery,24902.22,1245.11,26147.33,5.0,0,None
08NYDJV0309X1Z5,Books,30887.23,1544.36,32431.59,5.0,0,None
17ZULLQ4195L1Z5,Books,19981.51,999.08,20980.59,5.0,0,None
14ZXSBR5713T1Z5,Books,15416.87,770.84,16187.710000000001,5.0,0,None
28GOLNM7034C1Z5,Essential Medicine,49695.72,5963.49,55659.21,12.0,0,None
18QZHHC7592R1Z5,Luxury Goods,40163.76,11245.85,51409.61,28.000000000000004,0,None
19EBZSW5810P1Z5,Grocery,40838.25,2041.91,42980.16,5.0,1,Calculation Error
34FLCOX0763W1Z5,Electronics,39747.18,7154.49,46951.67,18.0,1,Calculation Error
36ENCTM9348Q1Z5,Grocery,15686.25,784.31,16470.56,5.0,0,None
28TEWWI5844S1Z5,Books,10465.86,2930.44,13396.300000000001,5.0,1,Rate Mismatch
17GJLLG2165K1Z5,Luxury Goods,42384.12,11867.55,54201.67,28.000000000000004,1,Calculation Error
02RCPRB4528X1Z5,Books,46242.14,2312.11,48504.25,5.0,1,Calculation Error
12RUVFZ4327G1Z5,Grocery,7646.6,382.33,8028.93,5.0,0,None
21IYKEC7625E1Z5,Luxury Goods,37959.12,10628.55,48587.67,28.000000000000004,0,None
24COZRX1212I1Z5,Electronics,33964.67,6113.64,40078.31,18.0,0,None
11EPFOJ1465Q1Z5,Electronics,35962.54,6473.26,42435.8,18.0,0,None
03GBRRD1804W1Z5,Books,42071.88,2103.59,44175.47,5.0,0,None
19BSTLU9684W1Z5,Essential Medicine,24542.4,2945.09,27437.49,12.0,1,Calculation Error
35CTUJR5339J1Z5,Electronics,34809.2,6265.66,41074.86,18.0,0,None
14EENSL2679T1Z5,Essential Medicine,28558.67,7996.43,36555.1,12.0,1,Rate Mismatch
02SDTJI1073G1Z5,Books,3003.03,150.15,3153.1800000000003,5.0,0,None
2996OLH1I7VQU5K,Grocery,15838.74,791.94,16630.68,5.0,1,Invalid GSTIN
26HOPMS1145F1Z5,Luxury Goods,21886.95,6128.35,27965.300000000003,28.000000000000004,1,Calculation Error
12PZEYD1542I1Z5,Books,6565.52,328.28,6893.8,5.0,0,None
33BDJIY3775J1Z5,Luxury Goods,12014.35,3364.02,15378.37,28.000000000000004,0,None
09FIXGR4604O1Z5,Grocery,30909.34,1545.47,32454.81,5.0,0,None
10ZJQXH7743M1Z5,Grocery,9244.83,462.24,9707.07,5.0,0,None
23AVLFE2808F1Z5,Grocery,27616.24,1380.81,28997.050000000003,5.0,0,None
08UPGNL9164F1Z5,Electronics,47162.5,5659.5,52822.0,18.0,1,Rate Mismatch
36NMQLF2039S1Z5,Essential Medicine,41154.36,4938.52,46092.880000000005,12.0,0,None
17PHKEA0240N1Z5,Books,4747.54,237.38,4984.92,5.0,0,None
37KVOBV5283S1Z5,Luxury Goods,49156.63,13763.86,62920.49,28.000000000000004,0,None
PI1WWGSJCN2TOTL,Services,40505.45,7290.98,47796.42999999999,18.0,1,Invalid GSTIN
36BLHSC9066T1Z5,Services,26941.75,4849.51,31791.260000000002,18.0,0,None
7T1739519QTLDFS,Electronics,24021.54,4323.88,28345.420000000002,18.0,1,Invalid GSTIN
32JPXTL1263H1Z5,Grocery,8657.41,1558.33,10215.74,5.0,1,Rate Mismatch
28JMHKV7086D1Z5,Essential Medicine,41665.55,2083.28,43748.83,12.0,1,Rate Mismatch
08OCKCO7171M1Z5,Luxury Goods,34998.17,9799.49,44797.659999999996,28.000000000000004,0,None
07VXWHD4348E1Z5,Electronics,45719.28,8229.47,53998.75,18.0,1,Calculation Error
23AYRZY9681Z1Z5,Books,22608.84,1130.44,23739.28,5.0,0,None
32TYYKA3545P1Z5,Luxury Goods,19337.4,5414.47,24801.870000000003,28.000000000000004,1,Calculation Error
30QKQDN5108H1Z5,Services,21928.02,3947.04,25875.06,18.0,0,None
08HQQVB4884Z1Z5,Services,1679.26,302.27,1981.53,18.0,0,None
01YKIPQ4418Z1Z5,Books,22324.28,1116.21,23440.489999999998,5.0,0,None
65SHCAKK19W1M2Q,Luxury Goods,49753.27,13930.92,63684.189999999995,28.000000000000004,1,Invalid GSTIN
12YQFEN2463X1Z5,Electronics,13242.63,2383.67,15626.3,18.0,0,None
X83RDTGHHTLRFNL,Essential Medicine,26899.16,3227.9,30127.06,12.0,1,Invalid GSTIN
B58Y0WOBD8OB0VQ,Luxury Goods,18115.77,5072.42,23188.190000000002,28.000000000000004,1,Invalid GSTIN
ESBNEDCQDE2VWCK,Services,7764.29,1397.57,9161.86,18.0,1,Invalid GSTIN
32OXEOX0982L1Z5,Luxury Goods,41939.42,11743.04,53632.46,28.000000000000004,1,Calculation Error
03JHMYD0990W1Z5,Books,32144.12,1607.21,33751.33,5.0,0,None
27ZQSKE8147W1Z5,Grocery,4534.34,226.72,4761.06,5.0,0,None
